contact|housing|poutcome|job|loan|month|marital|default|education|age|previous|balance|day_of_week|campaign|duration|y
unknown|yes|unknown|blue-collar|no|jun|married|no|secondary|28|0|708|6|5|339|no
unknown|yes|unknown|services|no|jun|single|no|secondary|27|0|482|6|2|220|no
unknown|no|unknown|management|no|jun|divorced|no|tertiary|44|0|0|6|1|373|no
unknown|no|unknown|management|yes|jun|married|no|tertiary|38|0|881|6|2|79|no
unknown|no|unknown|technician|no|jun|married|no|secondary|41|0|118|6|1|339|no
unknown|no|unknown|admin.|no|jun|married|no|secondary|44|0|248|6|1|35|no
unknown|yes|unknown|management|no|jun|married|no|tertiary|54|0|884|6|1|91|no
unknown|yes|unknown|technician|yes|jun|single|no|tertiary|30|0|799|6|8|91|no
unknown|no|unknown|blue-collar|no|jun|married|no|primary|39|0|0|6|1|178|no
unknown|no|unknown|self-employed|no|jun|married|no|primary|51|0|10|6|3|513|no
unknown|yes|unknown|blue-collar|yes|jun|married|no|secondary|38|0|292|6|2|84|no
unknown|no|unknown|management|no|jun|single|no|secondary|36|0|992|6|1|351|no
unknown|yes|unknown|blue-collar|yes|jun|single|no|secondary|36|0|1012|6|1|399|no
unknown|no|unknown|management|no|jun|single|no|secondary|35|0|0|6|1|35|no
unknown|no|unknown|self-employed|no|jun|single|no|tertiary|37|0|984|6|1|334|no
unknown|yes|unknown|blue-collar|no|jun|single|no|primary|50|0|1743|6|5|49|no
unknown|yes|unknown|management|no|jun|married|no|secondary|38|0|794|6|3|50|no
unknown|yes|unknown|management|no|jun|single|no|tertiary|40|0|383|6|5|106|no
unknown|no|unknown|blue-collar|no|jun|married|no|unknown|46|0|2505|6|2|135|no
unknown|no|unknown|admin.|no|jun|married|no|secondary|39|0|441|6|2|101|no
unknown|yes|unknown|blue-collar|no|jun|married|no|primary|48|0|72|6|5|114|no
unknown|no|unknown|blue-collar|no|jun|married|no|primary|38|0|0|6|2|414|no
unknown|yes|unknown|blue-collar|no|jun|single|no|secondary|38|0|1230|6|2|266|no
unknown|no|unknown|blue-collar|no|jun|married|no|tertiary|58|0|4150|6|1|363|no
unknown|yes|unknown|technician|no|jun|single|no|unknown|31|0|694|6|2|431|no
unknown|no|unknown|management|yes|jun|married|no|tertiary|51|0|5768|6|1|110|no
unknown|no|unknown|housemaid|no|jun|divorced|no|primary|41|0|5768|6|1|113|no
unknown|yes|unknown|blue-collar|no|jun|single|no|secondary|27|0|940|6|3|237|no
unknown|yes|unknown|technician|no|jun|single|no|secondary|27|0|639|6|5|709|yes
unknown|yes|unknown|admin.|yes|jun|married|no|secondary|27|0|710|6|2|751|yes
unknown|yes|unknown|admin.|no|jun|married|no|secondary|28|0|-156|6|5|161|no
unknown|no|unknown|blue-collar|yes|jun|married|no|secondary|38|0|926|6|3|189|no
unknown|no|unknown|management|no|jun|married|no|tertiary|53|0|5768|6|1|35|no
unknown|no|unknown|management|no|jun|married|no|tertiary|56|0|3039|6|2|420|no
unknown|yes|unknown|admin.|no|jun|single|no|secondary|27|0|685|6|2|672|no
unknown|no|unknown|blue-collar|no|jun|divorced|no|primary|48|0|0|6|2|248|no
unknown|no|unknown|blue-collar|no|jun|divorced|no|unknown|56|0|2152|6|1|67|no
unknown|no|unknown|blue-collar|yes|jun|married|no|unknown|37|0|1508|6|2|381|yes
unknown|yes|unknown|blue-collar|no|jun|married|no|secondary|41|0|901|6|3|80|no
unknown|no|unknown|blue-collar|no|jun|married|no|primary|38|0|5768|6|3|194|no
unknown|yes|unknown|technician|no|jun|single|no|secondary|29|0|778|6|2|751|no
unknown|no|unknown|blue-collar|no|jun|married|no|secondary|43|0|101|6|1|153|no
unknown|no|unknown|housemaid|no|jun|married|no|primary|59|0|161|6|1|183|no
unknown|no|unknown|admin.|yes|jun|married|no|secondary|36|0|4785|6|1|250|no
unknown|no|unknown|admin.|no|jun|single|no|secondary|38|0|3823|6|5|81|no
unknown|yes|unknown|technician|no|jun|married|no|secondary|40|0|-172|6|3|223|no
unknown|no|unknown|entrepreneur|no|jun|married|no|primary|58|0|1657|6|2|172|no
unknown|yes|unknown|blue-collar|no|jun|divorced|no|secondary|41|0|1491|6|2|100|no
unknown|no|unknown|blue-collar|no|jun|married|no|unknown|47|0|750|6|1|188|no
unknown|no|unknown|technician|no|jun|married|no|tertiary|59|0|0|6|1|320|no
unknown|no|unknown|services|yes|jun|single|no|secondary|37|0|148|6|1|64|no
unknown|yes|unknown|technician|no|jun|divorced|no|secondary|58|0|797|6|2|134|no
unknown|yes|unknown|management|no|jun|single|no|tertiary|30|0|329|6|8|122|no
unknown|yes|unknown|admin.|no|jun|married|no|secondary|47|0|1060|6|3|83|no
unknown|no|unknown|blue-collar|no|jun|married|no|unknown|46|0|613|6|1|51|no
unknown|no|unknown|services|no|jun|single|no|secondary|54|0|492|6|1|330|no
unknown|no|unknown|management|yes|jun|divorced|no|tertiary|58|0|1266|6|1|164|no
unknown|no|unknown|entrepreneur|no|jun|married|no|primary|41|0|406|6|1|272|no
unknown|no|unknown|retired|yes|jun|married|no|primary|53|0|2010|6|1|182|no
unknown|no|unknown|self-employed|yes|jun|single|no|primary|35|0|45|6|1|81|no
unknown|no|unknown|technician|no|jun|married|no|tertiary|46|0|0|6|1|159|no
unknown|no|unknown|entrepreneur|no|jun|married|no|tertiary|51|0|5403|6|1|42|no
unknown|no|unknown|self-employed|no|jun|married|no|secondary|35|0|116|6|1|361|no
unknown|no|unknown|technician|no|jun|married|no|secondary|48|0|545|6|1|307|no
unknown|yes|unknown|self-employed|no|jun|single|no|tertiary|37|0|1004|6|3|377|no
unknown|no|unknown|housemaid|no|jun|married|no|primary|35|0|5768|6|1|315|no
unknown|no|unknown|housemaid|no|jun|married|no|primary|51|0|1521|6|1|35|no
unknown|no|unknown|unemployed|no|jun|married|no|secondary|36|0|1453|6|1|386|no
unknown|yes|unknown|blue-collar|no|jun|married|no|primary|50|0|-172|6|3|79|no
unknown|no|unknown|retired|no|jun|married|no|primary|59|0|5768|6|2|177|no
unknown|no|unknown|blue-collar|no|jun|married|no|secondary|35|0|3595|6|1|35|no
unknown|no|unknown|blue-collar|no|jun|divorced|no|secondary|55|0|4053|6|2|182|no
unknown|yes|unknown|technician|no|jun|single|no|secondary|36|0|300|6|1|358|no
unknown|no|unknown|housemaid|no|jun|divorced|no|secondary|59|0|5768|6|1|42|no
unknown|no|unknown|management|no|jun|married|no|tertiary|37|0|657|6|1|227|no
unknown|no|unknown|services|no|jun|married|no|secondary|39|0|-172|6|1|35|no
unknown|yes|unknown|technician|yes|jun|married|no|secondary|34|0|139|6|8|52|no
unknown|no|unknown|blue-collar|no|jun|married|no|secondary|53|0|66|6|2|360|no
unknown|yes|unknown|blue-collar|no|jun|married|no|primary|50|0|746|6|8|136|no
unknown|yes|unknown|self-employed|no|jun|married|no|tertiary|32|0|189|6|2|106|no
unknown|yes|unknown|management|no|jun|single|no|tertiary|36|0|624|6|3|141|no
unknown|no|unknown|housemaid|no|jun|divorced|no|primary|59|0|3180|6|1|35|no
unknown|yes|unknown|admin.|no|jun|single|no|secondary|30|0|223|6|8|751|yes
unknown|no|unknown|blue-collar|no|jun|single|no|primary|40|0|1055|6|2|35|no
unknown|no|unknown|self-employed|no|jun|married|no|secondary|59|0|0|6|1|97|no
unknown|no|unknown|self-employed|no|jun|married|no|secondary|37|0|160|6|1|107|no
unknown|no|unknown|self-employed|no|jun|single|no|tertiary|36|0|2000|6|1|94|no
unknown|yes|unknown|blue-collar|no|jun|married|no|secondary|46|0|425|6|3|168|no
unknown|no|unknown|self-employed|yes|jun|married|no|secondary|52|0|9|6|1|44|no
unknown|yes|unknown|management|no|jun|single|no|tertiary|38|0|619|6|4|460|yes
unknown|yes|unknown|technician|no|jun|single|yes|secondary|28|0|-172|6|2|712|yes
unknown|yes|unknown|blue-collar|no|jun|married|no|primary|57|0|679|6|3|78|no
unknown|no|unknown|management|no|jun|married|no|tertiary|40|0|406|6|1|262|no
unknown|yes|unknown|admin.|no|jun|married|no|secondary|40|0|334|6|5|84|no
unknown|yes|unknown|admin.|yes|jun|married|no|secondary|38|0|215|6|2|173|no
unknown|no|unknown|admin.|no|jun|married|no|secondary|59|0|1001|6|2|175|no
unknown|no|unknown|unemployed|no|jun|married|no|primary|48|0|5462|6|4|35|no
unknown|yes|unknown|blue-collar|no|jun|married|no|secondary|37|0|685|6|1|751|no
unknown|no|unknown|entrepreneur|no|jun|divorced|no|tertiary|36|0|914|6|1|219|no
unknown|yes|unknown|technician|no|jun|married|no|secondary|56|0|359|6|4|220|no
unknown|yes|unknown|management|no|jun|single|no|unknown|27|0|1029|6|2|71|no
unknown|yes|unknown|self-employed|no|jun|divorced|no|primary|54|0|351|6|2|642|yes
unknown|yes|unknown|admin.|no|jun|single|no|secondary|41|0|84|6|3|238|no
unknown|no|unknown|blue-collar|no|jun|married|no|secondary|53|0|0|6|1|650|no
unknown|no|unknown|blue-collar|no|jun|married|no|unknown|35|0|0|6|3|159|no
unknown|yes|unknown|admin.|no|jun|married|no|secondary|27|0|1417|6|3|60|no
unknown|yes|unknown|blue-collar|no|jun|married|no|secondary|39|0|123|6|3|165|no
unknown|yes|unknown|services|no|jun|single|no|secondary|50|0|1205|6|2|82|no
unknown|no|unknown|management|no|jun|single|no|tertiary|49|0|53|6|3|133|no
unknown|no|unknown|management|no|jun|married|no|secondary|48|0|5768|6|1|136|no
unknown|no|unknown|management|no|jun|married|no|tertiary|42|0|202|6|1|136|no
unknown|no|unknown|self-employed|no|jun|single|no|secondary|46|0|2899|6|1|40|no
unknown|no|unknown|entrepreneur|no|jun|married|no|tertiary|48|0|810|6|1|383|no
unknown|no|unknown|technician|no|jun|married|no|secondary|36|0|22|6|1|464|no
unknown|no|unknown|self-employed|no|jun|married|no|tertiary|59|0|5768|6|1|37|no
unknown|no|unknown|services|no|jun|married|no|secondary|48|0|328|6|1|189|no
unknown|yes|unknown|blue-collar|no|jun|married|no|primary|52|0|4793|6|2|176|no
unknown|no|unknown|unemployed|no|jun|divorced|no|secondary|56|0|763|6|2|181|no
unknown|yes|unknown|blue-collar|yes|jun|married|no|primary|47|0|673|6|4|118|no
unknown|yes|unknown|self-employed|no|jun|married|no|tertiary|52|0|1088|6|2|217|no
unknown|no|unknown|entrepreneur|no|jun|married|no|unknown|53|0|5768|6|1|86|no
unknown|no|unknown|technician|no|jun|married|no|secondary|50|0|5768|6|1|52|no
unknown|no|unknown|self-employed|no|jun|married|no|primary|51|0|5768|6|1|185|no
unknown|no|unknown|technician|no|jun|single|no|tertiary|37|0|1309|6|2|442|no
unknown|yes|unknown|blue-collar|no|jun|married|no|primary|41|0|1461|6|2|554|yes
unknown|no|unknown|retired|yes|jun|married|yes|primary|59|0|-172|6|1|247|no
unknown|no|unknown|services|no|jun|divorced|no|primary|55|0|653|6|1|751|no
unknown|yes|unknown|blue-collar|no|jun|single|no|unknown|35|0|871|6|3|216|no
unknown|no|unknown|housemaid|yes|jun|divorced|no|tertiary|56|0|1059|6|2|57|no
unknown|no|unknown|services|no|jun|divorced|no|secondary|36|0|1594|6|3|250|no
unknown|no|unknown|self-employed|no|jun|married|no|tertiary|43|0|64|6|2|230|no
unknown|yes|unknown|management|no|jun|married|no|tertiary|48|0|0|6|5|300|no
unknown|yes|unknown|housemaid|no|jun|married|no|tertiary|34|0|1265|6|3|397|no
unknown|yes|unknown|self-employed|no|jun|single|no|tertiary|44|0|97|6|4|153|no
unknown|no|unknown|services|no|jun|married|no|secondary|39|0|207|6|2|78|no
unknown|yes|unknown|admin.|no|jun|married|no|primary|43|0|482|6|8|751|no
unknown|no|unknown|housemaid|no|jun|single|no|tertiary|53|0|3275|6|2|527|no
unknown|yes|unknown|blue-collar|no|jun|married|no|secondary|36|0|70|6|2|100|no
unknown|no|unknown|services|no|jun|single|no|primary|36|0|38|6|4|308|no
unknown|no|unknown|management|no|jun|single|no|tertiary|41|0|195|6|2|341|no
unknown|yes|unknown|services|no|jun|divorced|no|secondary|37|0|319|6|3|467|yes
unknown|yes|unknown|services|no|jun|divorced|no|secondary|32|0|5267|6|2|178|no
unknown|no|unknown|retired|no|jun|divorced|no|tertiary|56|0|2774|6|3|751|no
unknown|yes|unknown|blue-collar|no|jun|single|no|secondary|44|0|259|6|2|163|no
unknown|yes|unknown|admin.|no|jun|single|no|secondary|27|0|0|6|2|172|no
unknown|no|unknown|management|no|jun|single|no|tertiary|30|0|1636|6|2|301|no
unknown|yes|unknown|services|yes|jun|married|no|secondary|32|0|4789|6|4|407|no
unknown|no|unknown|technician|no|jun|married|no|secondary|53|0|480|6|2|648|yes
unknown|yes|unknown|technician|no|jun|married|no|tertiary|29|0|-172|6|3|311|no
unknown|no|unknown|housemaid|no|jun|divorced|no|secondary|49|0|630|6|2|415|no
unknown|yes|unknown|entrepreneur|no|jun|married|no|tertiary|37|0|342|6|1|212|no
unknown|no|unknown|housemaid|no|jun|single|no|primary|41|0|21|6|1|264|no
unknown|yes|unknown|blue-collar|no|jun|divorced|no|secondary|37|0|33|6|1|326|no
unknown|yes|unknown|admin.|no|jun|divorced|no|secondary|41|0|762|6|4|319|no
unknown|no|unknown|technician|no|jun|married|no|secondary|46|0|0|6|2|186|no
unknown|no|unknown|services|no|jun|single|no|secondary|35|0|-2|6|1|35|no
unknown|no|unknown|services|no|jun|single|no|secondary|40|0|2936|6|2|473|no
unknown|no|unknown|housemaid|no|jun|single|no|tertiary|36|0|561|6|2|274|no
unknown|no|unknown|housemaid|no|jun|single|no|secondary|39|0|2022|6|1|105|no
unknown|no|unknown|housemaid|no|jun|married|no|primary|55|0|1870|6|1|152|no
unknown|no|unknown|housemaid|no|jun|divorced|no|unknown|49|0|2754|6|2|35|no
unknown|no|unknown|management|no|jun|married|no|unknown|54|0|1960|6|5|35|no
unknown|no|unknown|self-employed|no|jun|married|no|tertiary|45|0|510|6|2|639|no
unknown|yes|unknown|blue-collar|no|jun|single|no|primary|29|0|213|6|3|751|yes
unknown|no|unknown|blue-collar|no|jun|married|no|secondary|58|0|4053|6|2|160|no
unknown|no|unknown|management|no|jun|married|no|tertiary|35|0|482|6|2|129|no
unknown|no|unknown|blue-collar|yes|jun|married|no|secondary|50|0|464|6|2|426|no
unknown|yes|unknown|admin.|no|jun|married|no|secondary|47|0|1383|6|8|460|no
unknown|no|unknown|blue-collar|no|jun|married|no|secondary|38|0|3598|6|1|154|no
unknown|no|unknown|technician|yes|jun|single|no|secondary|39|0|201|6|4|148|no
unknown|no|unknown|housemaid|no|jun|single|no|secondary|45|0|5287|6|2|252|no
unknown|no|unknown|blue-collar|no|jun|married|no|primary|40|0|343|6|2|292|no
unknown|no|unknown|blue-collar|no|jun|married|no|secondary|37|0|1|6|2|44|no
unknown|no|unknown|retired|no|jun|married|no|secondary|52|0|1956|6|2|384|no
unknown|yes|unknown|management|no|jun|married|no|primary|40|0|733|6|7|94|no
unknown|yes|unknown|blue-collar|no|jun|single|no|secondary|28|0|3430|6|6|72|no
unknown|no|unknown|unemployed|no|jun|divorced|no|tertiary|56|0|832|6|2|36|no
unknown|no|unknown|retired|no|jun|single|no|primary|46|0|1190|6|2|316|no
unknown|no|unknown|technician|no|jun|married|no|secondary|51|0|176|6|4|217|no
unknown|no|unknown|self-employed|no|jun|married|yes|secondary|39|0|-172|6|2|180|no
unknown|no|unknown|services|yes|jun|married|no|secondary|45|0|191|6|2|136|no
unknown|yes|unknown|entrepreneur|yes|jun|single|no|tertiary|33|0|327|6|2|562|no
unknown|no|unknown|blue-collar|no|jun|divorced|no|secondary|45|0|0|6|5|422|no
unknown|yes|unknown|housemaid|no|jun|married|no|primary|58|0|935|6|2|272|no
unknown|no|unknown|entrepreneur|no|jun|married|no|primary|58|0|5768|6|2|198|no
unknown|no|unknown|blue-collar|yes|jun|divorced|no|primary|43|0|1260|6|4|35|no
unknown|no|unknown|housemaid|no|jun|married|no|unknown|59|0|5768|6|2|174|no
unknown|no|unknown|entrepreneur|no|jun|married|no|tertiary|57|0|958|6|2|250|no
unknown|yes|unknown|management|no|jun|married|no|tertiary|37|0|1698|6|2|95|no
unknown|no|unknown|self-employed|no|jun|divorced|no|secondary|38|0|0|6|2|261|no
unknown|yes|unknown|blue-collar|no|jun|single|no|tertiary|28|0|727|6|4|144|no
unknown|yes|unknown|technician|no|jun|divorced|no|tertiary|44|0|5768|6|3|59|no
unknown|yes|unknown|admin.|no|jun|married|no|primary|46|0|595|6|3|334|no
unknown|yes|unknown|management|no|jun|single|no|tertiary|31|0|2296|6|8|49|no
unknown|yes|unknown|self-employed|yes|jun|married|no|secondary|45|0|-30|6|2|165|no
unknown|yes|unknown|technician|no|jun|married|no|secondary|50|0|3503|6|2|103|no
unknown|no|unknown|housemaid|no|jun|married|no|primary|38|0|3577|6|2|190|no
unknown|yes|unknown|blue-collar|no|jun|married|no|primary|49|0|0|6|2|286|no
unknown|yes|unknown|blue-collar|yes|jun|married|no|secondary|30|0|3653|6|4|167|no
unknown|yes|unknown|student|no|jun|single|no|unknown|30|0|1232|6|4|52|no
unknown|no|unknown|management|no|jun|married|no|tertiary|51|0|5768|6|3|197|no
unknown|no|unknown|management|no|jun|married|no|tertiary|41|0|850|6|2|262|no
unknown|no|unknown|retired|no|jun|married|no|unknown|52|0|3303|6|1|35|no
unknown|yes|unknown|retired|no|jun|married|no|secondary|59|0|444|6|1|137|no
unknown|no|unknown|services|no|jun|divorced|no|secondary|38|0|792|6|1|430|no
unknown|no|unknown|services|no|jun|married|no|secondary|52|0|1386|6|1|100|no
unknown|no|unknown|self-employed|no|jun|single|no|tertiary|37|0|1549|6|2|48|no
unknown|yes|unknown|blue-collar|no|jun|married|no|primary|49|0|4830|6|1|350|no
unknown|yes|unknown|management|no|jun|married|no|primary|48|0|2803|6|8|35|no
unknown|yes|unknown|blue-collar|no|jun|married|no|secondary|35|0|594|6|2|213|no
unknown|no|unknown|retired|no|jun|divorced|no|primary|59|0|40|6|1|108|no
unknown|no|unknown|housemaid|no|jun|married|no|secondary|54|0|378|6|2|371|no
unknown|no|unknown|management|no|jun|married|no|unknown|53|0|5768|6|1|207|no
unknown|no|unknown|housemaid|no|jun|single|no|unknown|54|0|5768|6|1|35|no
unknown|yes|unknown|blue-collar|no|jun|single|no|secondary|30|0|23|6|8|36|no
unknown|no|unknown|technician|no|jun|married|no|primary|53|0|44|6|1|256|no
unknown|no|unknown|entrepreneur|no|jun|married|no|tertiary|57|0|1114|6|2|139|no
unknown|no|unknown|housemaid|no|jun|married|no|primary|51|0|1275|6|1|92|no
unknown|no|unknown|entrepreneur|no|jun|divorced|no|secondary|49|0|2908|6|1|322|no
unknown|yes|unknown|technician|no|jun|single|no|secondary|49|0|-97|6|2|92|no
unknown|no|unknown|retired|no|jun|married|no|secondary|53|0|1300|6|1|420|no
unknown|yes|unknown|technician|no|jun|married|no|tertiary|45|0|43|6|4|184|no
unknown|no|unknown|blue-collar|no|jun|married|no|secondary|37|0|5334|6|1|58|no
unknown|yes|unknown|self-employed|yes|jun|divorced|no|tertiary|37|0|160|6|2|545|no
unknown|no|unknown|blue-collar|no|jun|single|no|secondary|35|0|5768|6|1|190|no
unknown|no|unknown|management|yes|jun|married|no|tertiary|41|0|251|6|3|85|no
unknown|no|unknown|management|no|jun|single|no|tertiary|35|0|68|6|1|751|yes
unknown|no|unknown|blue-collar|no|jun|divorced|no|secondary|54|0|218|6|2|514|no
unknown|no|unknown|student|no|jun|single|no|secondary|40|0|5349|6|1|471|no
unknown|yes|unknown|admin.|no|jun|divorced|no|secondary|47|0|295|6|2|94|yes
unknown|no|unknown|admin.|no|jun|married|no|secondary|40|0|2199|6|3|38|no
unknown|yes|unknown|retired|no|jun|married|no|secondary|57|0|3783|6|3|198|no
unknown|yes|unknown|blue-collar|no|jun|married|no|secondary|37|0|287|6|2|191|no
unknown|no|unknown|housemaid|no|jun|married|no|primary|57|0|5768|6|3|69|no
unknown|yes|unknown|blue-collar|no|jun|married|no|secondary|29|0|87|6|3|751|no
unknown|no|unknown|blue-collar|no|jun|divorced|no|primary|35|0|-5|6|5|48|no
unknown|yes|unknown|technician|no|jun|married|no|secondary|39|0|3050|6|7|236|no
unknown|no|unknown|entrepreneur|no|jun|divorced|no|tertiary|55|0|0|6|2|108|no
unknown|no|unknown|admin.|no|jun|married|no|secondary|49|0|1632|6|1|47|no
unknown|yes|unknown|technician|yes|jun|single|yes|secondary|27|0|150|6|5|66|no
unknown|yes|unknown|blue-collar|yes|jun|married|no|primary|41|0|-172|6|1|42|no
unknown|no|unknown|retired|no|jun|married|no|secondary|58|0|2836|6|2|248|no
unknown|no|unknown|management|no|jun|married|no|tertiary|53|0|5768|6|3|82|no
unknown|no|unknown|admin.|no|jun|married|no|secondary|35|0|640|6|2|461|no
unknown|no|unknown|management|no|jun|married|no|tertiary|36|0|254|6|3|161|no
unknown|no|unknown|blue-collar|no|jun|married|no|unknown|46|0|2367|6|3|86|no
unknown|yes|unknown|self-employed|no|jun|married|no|tertiary|36|0|5768|6|3|197|no
unknown|yes|unknown|entrepreneur|no|jun|married|no|secondary|32|0|1328|6|5|80|no
unknown|no|unknown|housemaid|no|jun|divorced|no|primary|40|0|1|6|3|113|no
unknown|no|unknown|technician|no|jun|married|no|secondary|52|0|-38|6|1|613|no
unknown|no|unknown|services|no|jun|divorced|no|primary|48|0|927|6|6|201|no
unknown|yes|unknown|housemaid|no|jun|married|no|primary|53|0|5098|6|3|155|no
unknown|yes|unknown|services|no|jun|married|no|secondary|36|0|5768|6|1|505|no
unknown|no|unknown|blue-collar|no|jun|married|no|unknown|47|0|0|6|2|466|no
unknown|yes|unknown|blue-collar|yes|jun|married|no|secondary|37|0|-172|6|2|298|no
unknown|no|unknown|admin.|no|jun|divorced|no|secondary|45|0|246|6|1|119|no
unknown|yes|unknown|management|no|jun|divorced|no|tertiary|47|0|313|6|7|114|no
unknown|no|unknown|services|no|jun|married|no|secondary|45|0|162|6|4|166|no
unknown|yes|unknown|blue-collar|yes|jun|married|no|secondary|33|0|2645|6|4|85|no
unknown|no|unknown|blue-collar|no|jun|married|no|secondary|50|0|289|6|1|73|no
unknown|no|unknown|retired|no|jun|married|no|secondary|40|0|263|6|3|751|no
unknown|no|unknown|management|no|jun|single|no|unknown|58|0|1873|6|2|49|no
unknown|no|unknown|technician|no|jun|divorced|no|secondary|57|0|204|6|5|97|no
unknown|yes|unknown|blue-collar|yes|jun|single|no|secondary|38|0|-56|6|2|247|no
unknown|no|unknown|admin.|no|jun|divorced|no|secondary|48|0|2662|6|2|298|no
unknown|no|unknown|self-employed|no|jun|divorced|no|secondary|37|0|231|6|1|250|no
unknown|no|unknown|management|no|jun|divorced|no|secondary|43|0|311|6|1|92|no
unknown|no|unknown|self-employed|no|jun|married|no|tertiary|37|0|0|6|1|143|no
unknown|no|unknown|blue-collar|no|jun|married|no|primary|36|0|0|6|1|149|no
unknown|no|unknown|management|no|jun|married|no|secondary|59|0|130|6|1|151|no
unknown|yes|unknown|services|no|jun|single|no|secondary|39|0|158|6|2|354|no
unknown|yes|unknown|technician|no|jun|single|no|secondary|27|0|2704|6|3|63|no
unknown|no|unknown|retired|yes|jun|divorced|yes|secondary|53|0|-172|6|1|161|no
unknown|no|unknown|blue-collar|no|jun|married|no|secondary|45|0|5768|6|1|113|no
unknown|no|unknown|management|no|jun|divorced|no|tertiary|52|0|590|6|5|354|no
unknown|no|unknown|blue-collar|no|jun|married|no|primary|37|0|7|6|1|176|no
unknown|no|unknown|retired|no|jun|married|no|secondary|59|0|2586|6|4|150|no
unknown|no|unknown|housemaid|no|jun|single|no|tertiary|52|0|0|6|2|431|no
unknown|no|unknown|blue-collar|no|jun|single|no|primary|48|0|5768|6|2|63|no
unknown|yes|unknown|technician|yes|jun|divorced|no|secondary|44|0|414|6|2|81|no
unknown|yes|unknown|admin.|yes|jun|married|no|secondary|36|0|231|6|6|136|no
unknown|no|unknown|blue-collar|no|jun|married|no|primary|39|0|1005|6|2|158|no
unknown|yes|unknown|retired|no|jun|married|no|secondary|58|0|610|6|1|651|no
unknown|no|unknown|housemaid|no|jun|married|no|primary|46|0|1676|6|2|56|no
unknown|yes|unknown|admin.|no|jun|divorced|no|primary|45|0|1807|6|2|118|no
unknown|yes|unknown|technician|no|jun|married|no|secondary|59|0|0|6|3|280|no
unknown|yes|unknown|services|no|jun|married|no|secondary|49|0|-33|6|8|751|no
unknown|yes|unknown|retired|yes|jun|married|no|secondary|59|0|1420|6|4|39|no
unknown|no|unknown|blue-collar|no|jun|married|no|secondary|57|0|2|6|4|112|no
unknown|no|unknown|technician|no|jun|married|no|secondary|45|0|4639|6|2|82|no
unknown|no|unknown|blue-collar|no|jun|married|no|unknown|44|0|391|6|4|355|no
unknown|yes|unknown|admin.|no|jun|single|no|secondary|28|0|596|6|6|151|no
unknown|yes|unknown|management|no|jun|single|no|tertiary|49|0|1|6|3|59|no
unknown|no|unknown|blue-collar|no|jun|married|no|primary|50|0|1502|6|2|35|no
unknown|yes|unknown|management|no|jun|married|no|tertiary|33|0|806|6|3|124|no
unknown|yes|unknown|blue-collar|no|jun|married|no|secondary|28|0|2788|6|2|369|yes
unknown|yes|unknown|technician|no|jun|single|no|tertiary|27|0|1526|6|8|342|no
unknown|yes|unknown|unemployed|no|jun|married|no|secondary|56|0|660|6|3|72|no
unknown|yes|unknown|services|no|jun|married|no|secondary|37|0|1372|6|2|129|no
unknown|yes|unknown|blue-collar|no|jun|single|no|primary|35|0|3339|6|2|304|no
unknown|no|unknown|admin.|no|jun|single|no|secondary|49|0|4509|6|2|42|no
unknown|no|unknown|blue-collar|no|jun|married|no|secondary|38|0|1434|6|4|396|no
unknown|no|unknown|technician|no|jun|married|no|secondary|39|0|328|6|7|188|no
unknown|no|unknown|blue-collar|no|jun|married|no|secondary|51|0|502|6|2|93|no
unknown|yes|unknown|entrepreneur|yes|jun|single|no|tertiary|46|0|77|6|3|520|no
unknown|yes|unknown|blue-collar|no|jun|divorced|no|primary|59|0|92|6|3|70|no
unknown|no|unknown|blue-collar|no|jun|married|no|secondary|39|0|497|6|4|95|no
unknown|no|unknown|services|no|jun|married|no|secondary|44|0|-63|6|2|392|no
unknown|yes|unknown|blue-collar|no|jun|single|no|primary|32|0|5418|6|6|35|no
unknown|yes|unknown|blue-collar|no|jun|married|no|primary|36|0|0|6|4|246|no
unknown|yes|unknown|blue-collar|no|jun|married|no|secondary|37|0|2870|6|2|94|no
unknown|no|unknown|self-employed|no|jun|married|no|tertiary|39|0|3201|6|2|197|no
unknown|yes|unknown|management|no|jun|single|no|tertiary|37|0|5768|6|8|35|no
unknown|yes|unknown|technician|no|jun|single|no|tertiary|27|0|535|6|3|446|no
unknown|no|unknown|housemaid|no|jun|married|no|primary|47|0|389|6|2|145|no
unknown|no|unknown|blue-collar|no|jun|single|no|secondary|59|0|3237|6|3|100|no
unknown|yes|unknown|blue-collar|yes|jun|married|no|secondary|27|0|379|6|4|252|no
unknown|no|unknown|blue-collar|no|jun|married|no|primary|58|0|5768|6|2|233|no
unknown|yes|unknown|technician|no|jun|single|no|secondary|39|0|1963|6|4|100|no
unknown|yes|unknown|self-employed|no|jun|married|no|secondary|36|0|1245|6|8|751|yes
unknown|no|unknown|self-employed|no|jun|married|no|primary|41|0|340|6|3|37|no
unknown|no|unknown|blue-collar|no|jun|single|no|secondary|58|0|311|6|2|248|no
unknown|yes|unknown|entrepreneur|no|jun|married|no|tertiary|40|0|1953|6|5|112|no
unknown|no|unknown|housemaid|no|jun|married|no|primary|52|0|0|6|3|235|no
unknown|no|unknown|management|no|jun|married|no|primary|59|0|295|6|4|126|no
unknown|yes|unknown|services|no|jun|married|no|secondary|31|0|500|6|8|35|no
unknown|no|unknown|self-employed|no|jun|divorced|no|tertiary|54|0|3952|6|6|35|no
